0.000000 0.000000
0.329887 0.205160
1.058283 34.538555
1.672521 34.565793
3.159821 36.789793
2.669206 34.566505
4.624375 39.299556
4.788564 36.157565
6.909092 35.461173
7.054596 37.115018
8.635824 35.720044
9.183917 34.727037
10.140648 36.431534
11.154487 37.507624
12.116626 34.849674
14.356591 32.721821
14.431724 32.937202
15.520738 34.406760
16.618074 35.918609
17.049275 30.808907
18.573532 31.832806
20.141766 30.734333
19.731917 32.382578
22.619468 33.720111
22.449889 29.290834
22.706210 31.153914
24.802720 29.895299
26.151389 27.895376
26.621031 27.952617
27.558219 29.899538
27.996882 27.684349
29.140378 28.651384
31.172163 31.462874
31.224519 27.709179
32.085441 31.726489
33.494950 27.503542
34.827346 27.255100
34.890660 22.555914
36.181667 26.368282
37.351119 24.273226
38.666393 25.689634
39.319673 28.467173
40.888243 23.320020
41.779724 24.869894
42.286338 25.499566
42.660845 26.668238
43.476880 25.402194
45.355033 25.559264
46.560516 27.349866
47.342051 25.442114
48.169974 25.207762
49.503764 25.190780
50.386914 25.106466
51.178363 24.280990
51.730146 26.206952
53.038623 25.111762
54.450302 23.241309
55.674662 23.691096
56.673569 22.343760
57.570915 23.056016
58.064449 21.773727
59.195349 23.446396
60.723784 21.860172
61.403255 21.128036
61.789470 22.441029
64.095456 21.963114
64.634566 22.962744
65.194813 24.719834
67.345797 20.899805
67.574972 22.724298
68.790305 20.626722
69.556245 24.073830
69.620648 23.294325
71.500090 20.465047
73.642240 21.280181
73.489685 22.881638
73.911345 22.951216
76.674926 22.122504
77.151868 24.104631
77.160186 24.148189
78.728214 19.117538
78.319123 22.754949
81.027506 20.651219
81.149370 21.897622
81.932402 18.294724
83.391938 21.299438
84.919141 19.955190
85.764517 21.482091
86.967150 23.081176
86.903818 16.939275
89.040741 22.248765
89.868787 22.442714
90.168646 20.858263
92.563452 18.883402
92.114075 18.485887
93.442741 18.805715
94.084066 21.602085
95.542869 20.149312
96.457082 17.971806
97.619826 19.170233
98.485964 17.734755
100.231142 22.164323
101.080826 18.942576
101.867228 18.040514
102.994114 17.378134
103.616958 19.653229
105.086660 22.703949
105.161635 20.262107
107.556411 16.523709
108.433799 20.874896
109.039334 20.622922
109.561174 21.812721
110.819837 20.251827
111.227526 19.290492
112.293549 19.155105
113.319735 19.548761
113.689049 20.094807
115.250618 18.673035
116.155684 17.899833
117.214622 19.904104
117.991193 18.462600
118.830100 17.105356
119.789722 17.640088
121.699451 16.891457
122.358354 18.012661
123.482845 15.307844
123.592444 15.183020
126.180026 19.286984
126.363546 16.123071
127.682581 19.199674
128.963434 16.079890
129.455649 20.323652
130.707367 17.007773
131.739971 17.512707
132.742386 17.872571
134.118823 20.416551
134.450230 15.382962
135.358592 18.223334
136.861233 15.217635
138.082969 17.668030
138.170926 15.526088
139.726472 17.057235
141.103128 17.846541
141.504228 15.219881
142.694360 15.987538
142.739964 15.032718
144.226631 17.020393
145.936479 13.196093
147.195952 16.957798
147.268865 14.360445
149.314845 17.996585
149.155983 15.796503
150.733107 15.420674
151.444964 12.589928
151.738170 16.652661
153.305075 14.465935
154.346229 17.437789
156.110888 17.837796
155.938870 13.556485
156.940104 16.552452
157.980179 17.628465
159.517311 15.772789
160.745168 17.444091
161.817600 17.785574
161.783023 13.808491
162.738848 16.174025
165.292331 14.821046
165.977513 16.086913
166.464783 15.964392
166.735788 13.458515
169.119315 15.350046
169.411878 11.124441
170.451027 13.670980
172.062533 15.142120
172.789855 14.006249
173.684823 16.250334
174.082147 15.267176
174.851225 14.908797
178.120533 14.372805
178.491233 15.952670
178.913147 12.743292
180.499060 10.967416
180.704820 16.665767
181.072787 15.811898
183.364706 14.965958
182.936959 15.293883
184.013865 13.674771
185.388725 12.555813
187.321121 17.307601
187.652888 13.655634
189.107898 13.570604
188.663677 13.795516
190.835000 11.239252
191.223258 15.017028
192.693038 14.091928
193.647611 12.129434
194.297426 14.770810
195.518140 15.400023
196.330414 13.521419
196.659623 14.201517
198.419828 14.402597
199.255195 12.739408
199.879243 13.069484
201.785703 13.377452
202.355811 15.099706
203.743152 14.693829
203.743420 13.553137
205.969761 13.697474
206.573888 14.875321
208.396045 15.460226
208.357001 13.905958
208.746450 17.251932
211.225479 13.092163
211.537041 14.034028
212.640507 11.831726
213.016996 13.661394
215.078182 11.461369
215.464903 13.348301
216.307771 10.729487
216.467274 13.719175
218.515769 13.497195
218.870822 12.120720
220.521665 14.206909
220.969863 12.662222
223.252354 13.717672
222.995186 14.272261
223.433721 11.758468
225.680405 12.880195
225.916525 12.246380
227.469483 13.594522
228.592987 11.046593
229.343649 11.775444
231.108112 11.770172
231.332809 10.474279
232.763130 8.522858
233.041697 13.373867
233.663576 10.623138
235.841141 11.524947
236.166294 12.850009
237.833617 13.552840
238.939252 13.663362
240.124657 12.473281
240.850452 11.753581
240.781782 13.040242
242.735028 12.728099
243.201704 13.718809
244.205061 13.822703
246.246315 11.268189
246.997079 13.732132
247.786688 15.218436
247.455877 12.816243
249.614893 11.781196
250.526172 11.737152
250.588637 10.058607
252.064806 10.009870
253.645389 14.148008
254.237994 12.869986
255.497731 11.337737
256.472641 10.265334
257.304205 12.073713
258.006764 13.487081
259.056125 12.142275
260.528681 11.638025
261.785263 12.250987
262.830747 12.167740
263.236597 13.836482
264.104469 13.728151
265.584609 8.722953
266.591791 13.397524
267.452799 13.378578
268.058703 12.262843
269.613031 11.626655
271.025793 12.484853
271.043921 13.222611
271.972212 12.923246
274.448497 12.949237
274.745388 10.892725
275.380616 12.266228
275.273096 11.341632
277.414825 12.370648
278.638860 12.722502
278.681872 11.294112
279.989086 10.481084
281.658406 13.311572
283.390203 13.710567
283.651197 13.556346
285.015397 7.022500
285.156868 11.782277
286.403188 13.100390
287.200750 12.571528
288.366595 11.017855
289.421599 10.309558
291.016531 12.690348
291.337902 12.024916
291.617937 10.714796
294.135131 10.070541
294.798798 13.648036
295.753729 10.718557
296.625779 11.507462
297.558848 11.294560
298.874183 11.542281
